41.68,-72.73
39.46,-74.99
42.88,-78.85
42.12,-80.08
40.05,-75.41
37.27,-76.70
35.25,-81.17
32.82,-79.86
32.19,-80.74
34.00,-84.15
34.05,-84.67
30.74,-86.19
28.80,-81.73
28.08,-80.60
28.04,-81.96
26.63,-81.85
28.25,-82.49
28.55,-81.75
27.23,-80.23
35.99,-86.78
36.29,-86.60
35.95,-85.03
35.95,-85.03
38.19,-84.86
41.66,-83.58
41.66,-83.58
41.66,-83.58
41.66,-83.58
41.49,-82.01
41.02,-81.73
39.36,-84.30
39.33,-84.40
42.92,-82.88
42.92,-83.04
42.46,-82.94
42.53,-82.94
42.53,-82.94
42.58,-82.91
42.58,-82.91
42.58,-82.91
42.58,-82.91
42.58,-82.91
42.58,-82.91
42.58,-82.91
42.58,-82.91
42.58,-82.91
42.71,-82.49
42.66,-82.91
42.66,-82.91
42.66,-82.91
42.58,-82.81
42.58,-82.81
42.58,-82.81
42.68,-82.73
42.68,-82.73
42.77,-82.53
42.97,-82.42
42.97,-82.42
42.97,-82.42
42.50,-82.93
42.50,-82.93
42.50,-82.93
42.50,-82.93
42.50,-83.15
42.50,-83.15
42.49,-83.18
42.50,-83.15
42.50,-83.15
42.50,-83.15
42.82,-82.49
42.49,-82.89
42.49,-82.89
42.49,-82.89
42.49,-82.89
42.49,-82.89
42.49,-82.89
42.58,-83.14
42.49,-83.02
42.49,-83.02
42.49,-83.02
42.49,-83.02
42.49,-83.02
42.49,-83.02
42.49,-83.02
42.49,-83.02
42.49,-83.02
42.49,-83.02
42.49,-83.02
42.49,-83.02
42.72,-83.03
42.72,-83.03
42.72,-83.03
42.78,-82.93
42.58,-83.14
42.27,-83.73
42.27,-83.73
42.27,-83.73
42.27,-83.73
42.27,-83.73
42.53,-83.78
42.53,-83.78
42.31,-83.21
42.31,-83.21
42.31,-83.21
42.31,-83.21
42.31,-83.21
42.32,-83.27
42.32,-83.27
42.32,-83.27
42.31,-83.21
42.31,-83.21
42.31,-83.21
42.10,-83.27
42.32,-83.34
42.32,-83.34
42.32,-83.34
42.24,-83.18
42.24,-83.18
42.24,-83.18
42.39,-83.37
42.39,-83.37
42.39,-83.37
42.39,-83.37
42.39,-83.37
42.39,-83.37
42.39,-83.37
42.39,-83.37
42.39,-83.37
42.14,-84.03
41.91,-83.38
42.40,-83.60
42.40,-83.60
42.37,-83.46
42.37,-83.46
42.37,-83.46
42.46,-83.65
41.76,-83.57
42.31,-83.38
42.31,-83.38
42.31,-83.38
42.31,-83.38
42.31,-83.38
42.31,-83.38
42.30,-83.48
42.30,-83.48
42.30,-83.48
42.30,-83.48
42.21,-83.15
42.20,-83.20
42.39,-83.05
42.39,-83.05
42.39,-83.05
42.39,-83.05
42.38,-83.10
42.38,-83.10
42.43,-82.92
42.38,-83.10
42.38,-82.91
42.46,-83.18
42.46,-83.18
42.39,-83.29
42.39,-83.29
42.39,-83.29
42.57,-83.24
42.57,-83.24
42.57,-83.24
42.57,-83.24
42.68,-83.12
42.68,-83.12
42.68,-83.12
42.68,-83.12
42.58,-83.03
42.58,-83.03
42.58,-83.03
42.58,-83.03
42.58,-83.03
42.58,-83.03
42.58,-83.03
42.58,-83.03
42.58,-83.03
42.62,-83.02
42.62,-83.02
42.62,-83.02
42.62,-83.02
42.62,-83.02
42.62,-83.02
42.62,-83.02
42.62,-83.02
42.62,-83.02
42.62,-83.02
42.62,-83.02
42.62,-83.02
42.66,-83.38
42.66,-83.38
42.66,-83.38
42.66,-83.38
42.46,-83.37
42.46,-83.37
42.46,-83.37
42.75,-83.54
42.75,-83.54
42.63,-83.61
42.78,-83.24
42.47,-83.49
42.47,-83.49
42.47,-83.49
42.47,-83.49
42.59,-83.50
43.17,-83.73
43.17,-83.73
42.80,-83.71
42.80,-83.71
42.91,-83.50
43.84,-82.65
43.84,-82.65
42.81,-83.78
43.21,-83.46
43.62,-82.73
43.02,-83.69
43.41,-83.94
43.41,-83.94
43.62,-84.22
43.85,-83.96
43.59,-83.88
43.48,-83.40
43.60,-83.17
43.61,-83.84
43.28,-83.52
43.37,-83.57
42.56,-84.83
42.73,-84.48
42.75,-84.74
42.69,-83.88
42.70,-84.55
42.70,-84.55
42.20,-85.59
41.94,-84.88
42.40,-86.27
42.10,-84.24
42.25,-84.59
42.95,-85.48
42.95,-85.48
44.10,-86.21
44.10,-86.21
43.05,-86.22
42.77,-86.10
42.96,-85.65
44.85,-85.80
44.85,-85.80
44.89,-85.40
44.85,-86.04
45.07,-83.43
45.07,-83.43
45.07,-83.43
45.69,-84.79
45.31,-85.25
45.06,-84.85
45.42,-83.81
46.55,-87.39
42.93,-88.00
44.01,-92.47
47.51,-111.27
41.88,-87.78
41.83,-87.68
41.83,-87.68
40.08,-89.74
37.77,-89.11
36.96,-93.72
35.93,-89.92
29.76,-95.38
30.10,-95.29
29.96,-95.69
39.64,-104.99
40.55,-105.06
41.15,-111.98
33.68,-112.04
33.36,-111.93
32.30,-111.16
32.21,-110.75
35.11,-106.62
32.33,-106.75
36.14,-115.18
32.78,-117.01
32.85,-117.20
33.81,-117.97
33.79,-117.78
34.20,-118.98
35.12,-120.61
37.73,-122.45
37.25,-121.88
37.25,-121.67
38.44,-121.30
41.41,-123.02
47.40,-122.19
48.05,-122.14
47.26,-122.45
47.29,-122.50
